items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs
GC_00002144	24	24	1
GC_00002145	24	24	1
GC_00002146	24	24	1
GC_00002147	24	24	1
GC_00002148	24	24	1
GC_00002149	24	24	1
GC_00002150	12	24	5
GC_00002151	24	24	1
GC_00002152	24	24	1
GC_00002153	24	24	1
GC_00002154	24	24	1
GC_00002155	24	24	1
GC_00002156	24	24	1
GC_00002157	24	24	1
GC_00002158	24	24	1
GC_00002159	24	24	1
GC_00002160	24	24	1
GC_00002161	24	24	1
GC_00002162	24	24	1
GC_00002163	24	24	1
GC_00002164	24	24	1
GC_00002165	24	24	1
GC_00002166	24	24	1
GC_00002167	24	24	1
GC_00002168	24	24	1
GC_00002169	24	24	1
GC_00002170	24	24	1
GC_00002171	24	24	1
GC_00002172	24	24	1
GC_00002173	24	24	1
GC_00002174	24	24	1
GC_00002175	24	24	1
GC_00002176	24	24	1
GC_00002177	24	24	1
GC_00002178	24	24	1
GC_00002179	24	24	1
GC_00002180	24	24	1
GC_00002181	24	24	1
GC_00002182	24	24	1
GC_00002183	24	24	1
GC_00002184	24	24	1
GC_00002185	24	24	1
GC_00002186	24	24	1
GC_00002187	24	24	1
GC_00002188	24	24	1
GC_00002189	24	24	1
GC_00002190	24	24	1
GC_00002191	24	24	1
GC_00002192	24	24	1
GC_00002193	24	24	1
GC_00002194	24	24	1
GC_00002195	24	24	1
GC_00002196	24	24	1
GC_00002197	16	24	4
GC_00002198	24	24	1
GC_00002199	24	24	1
GC_00002200	24	24	1
GC_00002201	24	24	1
GC_00002202	24	24	1
GC_00002203	24	24	1
GC_00002204	24	24	1
GC_00002205	24	24	1
GC_00002206	24	24	1
GC_00002207	24	24	1
GC_00002208	24	24	1
GC_00002209	24	24	1
GC_00002210	24	24	1
GC_00002211	24	24	1
GC_00002212	24	24	1
GC_00002213	24	24	1
GC_00002214	24	24	1
GC_00002215	24	24	1
GC_00002216	24	24	1
GC_00002217	24	24	1
GC_00002218	24	24	1
GC_00002219	24	24	1
GC_00002220	24	24	1
GC_00002221	24	24	1
GC_00002222	24	24	1
GC_00002223	24	24	1
GC_00002224	24	24	1
GC_00002225	24	24	1
GC_00002226	24	24	1
GC_00002227	24	24	1
GC_00002228	24	24	1
GC_00002229	24	24	1
GC_00002230	24	24	1
GC_00002231	24	24	1
GC_00002232	24	24	1
GC_00002233	24	24	1
GC_00002234	24	24	1
GC_00002235	24	24	1
GC_00002236	24	24	1
GC_00002237	24	24	1
GC_00002238	24	24	1
GC_00002239	24	24	1
GC_00002240	24	24	1
GC_00002241	24	24	1
GC_00002242	24	24	1
GC_00002243	24	24	1
GC_00002244	24	24	1
GC_00002245	24	24	1
GC_00002246	24	24	1
GC_00002247	24	24	1
GC_00002248	24	24	1
GC_00002249	24	24	1
GC_00002250	24	24	1
GC_00002251	24	24	1
GC_00002252	24	24	1
GC_00002253	24	24	1
GC_00002254	24	24	1
GC_00002255	24	24	1
GC_00002256	24	24	1
GC_00002257	24	24	1
GC_00002258	24	24	1
GC_00002259	24	24	1
GC_00002260	24	24	1
GC_00002261	24	24	1
GC_00002262	24	24	1
GC_00002263	24	24	1
GC_00002264	24	24	1
GC_00002265	24	24	1
GC_00002266	24	24	1
GC_00002267	24	24	1
GC_00002268	24	24	1
GC_00002269	24	24	1
GC_00002270	24	24	1
GC_00002271	24	24	1
GC_00002272	24	24	1
GC_00002273	24	24	1
GC_00002274	24	24	1
GC_00002275	24	24	1
GC_00002276	24	24	1
GC_00002277	24	24	1
GC_00002278	24	24	1
GC_00002279	24	24	1
GC_00002280	24	24	1
GC_00002281	24	24	1
GC_00002282	24	24	1
GC_00002283	24	24	1
GC_00002284	24	24	1
GC_00002285	24	24	1
GC_00002286	24	24	1
GC_00002287	24	24	1
GC_00002288	24	24	1
GC_00002289	24	24	1
GC_00002290	24	24	1
GC_00002291	24	24	1
GC_00002292	24	24	1
GC_00002293	24	24	1
GC_00002294	24	24	1
GC_00002295	24	24	1
GC_00002296	24	24	1
GC_00002297	24	24	1
GC_00002298	24	24	1
GC_00002299	24	24	1
GC_00002300	24	24	1
GC_00002301	24	24	1
GC_00002302	24	24	1
GC_00002303	24	24	1
GC_00002304	24	24	1
GC_00002305	24	24	1
GC_00002306	24	24	1
GC_00002307	24	24	1
GC_00002308	24	24	1
GC_00002309	24	24	1
GC_00002310	24	24	1
GC_00002311	24	24	1
GC_00002312	24	24	1
GC_00002313	24	24	1
GC_00002314	24	24	1
GC_00002315	24	24	1
GC_00002316	24	24	1
GC_00002317	24	24	1
GC_00002318	24	24	1
GC_00002319	24	24	1
GC_00002320	24	24	1
GC_00002321	24	24	1
GC_00002322	24	24	1
GC_00002323	24	24	1
GC_00002324	24	24	1
GC_00002325	24	24	1
GC_00002326	24	24	1
GC_00002327	24	24	1
GC_00002328	24	24	1
GC_00002329	24	24	1
GC_00002330	24	24	1
GC_00002331	24	24	1
GC_00002332	24	24	1
GC_00002333	24	24	1
GC_00002334	24	24	1
GC_00002335	24	24	1
GC_00002336	24	24	1
GC_00002337	24	24	1
GC_00002338	24	24	1
GC_00002339	24	24	1
GC_00002340	24	24	1
GC_00002341	24	24	1
GC_00002342	24	24	1
GC_00002343	24	24	1
GC_00002344	24	24	1
GC_00002345	24	24	1
GC_00002346	24	24	1
GC_00002347	24	24	1
GC_00002348	24	24	1
GC_00002349	24	24	1
GC_00002350	24	24	1
GC_00002351	24	24	1
GC_00002352	24	24	1
GC_00002353	24	24	1
GC_00002354	24	24	1
GC_00002355	24	24	1
GC_00002356	24	24	1
GC_00002357	24	24	1
GC_00002358	24	24	1
GC_00002359	24	24	1
GC_00002360	24	24	1
GC_00002361	24	24	1
GC_00002362	24	24	1
GC_00002363	24	24	1
GC_00002364	24	24	1
GC_00002365	24	24	1
GC_00002366	24	24	1
GC_00002367	24	24	1
GC_00002368	24	24	1
GC_00002369	24	24	1
GC_00002370	24	24	1
GC_00002371	24	24	1
GC_00002372	24	24	1
GC_00002373	24	24	1
GC_00002374	24	24	1
GC_00002375	24	24	1
GC_00002376	24	24	1
GC_00002377	24	24	1
GC_00002378	24	24	1
GC_00002379	24	24	1
GC_00002380	24	24	1
GC_00002381	24	24	1
GC_00002382	24	24	1
GC_00002383	24	24	1
GC_00002384	24	24	1
GC_00002385	24	24	1
GC_00002386	24	24	1
GC_00002387	24	24	1
GC_00002388	24	24	1
GC_00002389	24	24	1
GC_00002390	24	24	1
GC_00002391	24	24	1
GC_00002392	24	24	1
GC_00002393	24	24	1
GC_00002394	24	24	1
GC_00002395	24	24	1
GC_00002396	24	24	1
GC_00002397	24	24	1
GC_00002398	24	24	1
GC_00002399	24	24	1
GC_00002400	24	24	1
GC_00002401	24	24	1
GC_00002402	24	24	1
GC_00002403	24	24	1
GC_00002404	24	24	1
GC_00002405	24	24	1
GC_00002406	24	24	1
GC_00002407	24	24	1
GC_00002408	24	24	1
GC_00002409	24	24	1
GC_00002410	24	24	1
GC_00002411	24	24	1
GC_00002412	24	24	1
GC_00002413	24	24	1
GC_00002414	24	24	1
GC_00002415	24	24	1
GC_00002416	24	24	1
GC_00002417	24	24	1
GC_00002418	24	24	1
GC_00002419	24	24	1
GC_00002420	24	24	1
GC_00002421	24	24	1
GC_00002422	24	24	1
GC_00002423	24	24	1
GC_00002424	24	24	1
GC_00002425	24	24	1
GC_00002426	24	24	1
GC_00002427	24	24	1
GC_00002428	24	24	1
GC_00002429	24	24	1
GC_00002430	24	24	1
GC_00002431	24	24	1
GC_00002432	24	24	1
GC_00002433	24	24	1
GC_00002434	24	24	1
GC_00002435	24	24	1
GC_00002436	24	24	1
GC_00002437	24	24	1
GC_00002438	24	24	1
GC_00002439	24	24	1
GC_00002440	24	24	1
GC_00002441	24	24	1
GC_00002442	24	24	1
GC_00002443	24	24	1
GC_00002444	24	24	1
GC_00002445	24	24	1
GC_00002446	24	24	1
GC_00002447	24	24	1
GC_00002448	24	24	1
GC_00002449	24	24	1
GC_00002450	24	24	1
GC_00002451	24	24	1
GC_00002452	24	24	1
GC_00002453	24	24	1
GC_00002454	24	24	1
GC_00002455	24	24	1
GC_00002456	24	24	1
GC_00002457	24	24	1
GC_00002458	24	24	1
GC_00002459	24	24	1
GC_00002460	24	24	1
GC_00002461	24	24	1
GC_00002462	24	24	1
GC_00002463	24	24	1
GC_00002464	24	24	1
GC_00002465	24	24	1
GC_00002466	24	24	1
GC_00002467	24	24	1
GC_00002468	24	24	1
GC_00002469	24	24	1
GC_00002470	24	24	1
GC_00002471	24	24	1
GC_00002472	24	24	1
GC_00002473	24	24	1
GC_00002474	24	24	1
GC_00002475	24	24	1
GC_00002476	24	24	1
GC_00002477	24	24	1
GC_00002478	24	24	1
GC_00002479	24	24	1
GC_00002480	24	24	1
GC_00002481	24	24	1
GC_00002482	24	24	1
GC_00002483	24	24	1
GC_00002484	24	24	1
GC_00002485	24	24	1
GC_00002486	24	24	1
GC_00002487	24	24	1
GC_00002488	24	24	1
GC_00002489	24	24	1
GC_00002490	24	24	1
GC_00002491	24	24	1
GC_00002492	24	24	1
GC_00002493	24	24	1
GC_00002494	24	24	1
GC_00002495	24	24	1
GC_00002496	24	24	1
GC_00002497	24	24	1
GC_00002498	24	24	1
GC_00002499	24	24	1
GC_00002500	24	24	1
GC_00002501	24	24	1
GC_00002502	24	24	1
GC_00002503	24	24	1
GC_00002504	24	24	1
GC_00002505	24	24	1
GC_00002506	24	24	1
GC_00002507	24	24	1
GC_00002508	24	24	1
GC_00002509	24	24	1
GC_00002510	24	24	1
GC_00002511	24	24	1
GC_00002512	24	24	1
GC_00002513	24	24	1
GC_00002514	24	24	1
GC_00002515	24	24	1
GC_00002516	24	24	1
GC_00002517	24	24	1
GC_00002518	23	24	2
GC_00002519	24	24	1
GC_00002520	24	24	1
GC_00002521	24	24	1
GC_00002522	24	24	1
GC_00002523	24	24	1
GC_00002524	24	24	1
GC_00002525	24	24	1
GC_00002526	24	24	1
GC_00002527	24	24	1
GC_00002528	24	24	1
GC_00002529	24	24	1
GC_00002530	23	24	2
GC_00002531	24	24	1
GC_00002532	24	24	1
GC_00002533	24	24	1
GC_00002534	24	24	1
GC_00002535	24	24	1
GC_00002536	24	24	1
GC_00002537	24	24	1
GC_00002538	24	24	1
GC_00002539	24	24	1
GC_00002540	24	24	1
GC_00002541	24	24	1
GC_00002542	24	24	1
GC_00002543	24	24	1
GC_00002544	24	24	1
GC_00002545	24	24	1
GC_00002546	24	24	1
GC_00002547	24	24	1
GC_00002548	24	24	1
GC_00002549	24	24	1
GC_00002550	24	24	1
GC_00002551	24	24	1
GC_00002552	24	24	1
GC_00002553	24	24	1
GC_00002554	24	24	1
GC_00002555	24	24	1
GC_00002556	24	24	1
GC_00002557	24	24	1
GC_00002558	24	24	1
GC_00002559	24	24	1
GC_00002560	24	24	1
GC_00002561	24	24	1
GC_00002562	24	24	1
GC_00002563	24	24	1
GC_00002564	24	24	1
GC_00002565	24	24	1
GC_00002566	24	24	1
GC_00002567	24	24	1
GC_00002568	24	24	1
GC_00002569	24	24	1
GC_00002570	24	24	1
GC_00002571	24	24	1
GC_00002572	24	24	1
GC_00002573	24	24	1
GC_00002574	24	24	1
GC_00002575	24	24	1
GC_00002576	24	24	1
GC_00002577	24	24	1
GC_00002578	24	24	1
GC_00002579	24	24	1
GC_00002580	24	24	1
GC_00002581	24	24	1
GC_00002582	24	24	1
GC_00002583	24	24	1
GC_00002584	24	24	1
GC_00002585	24	24	1
GC_00002586	24	24	1
GC_00002587	24	24	1
GC_00002588	24	24	1
GC_00002589	24	24	1
GC_00002590	24	24	1
GC_00002591	24	24	1
GC_00002592	24	24	1
GC_00002593	24	24	1
GC_00002594	24	24	1
GC_00002595	24	24	1
GC_00002596	24	24	1
GC_00002597	24	24	1
GC_00002598	24	24	1
GC_00002599	24	24	1
GC_00002600	24	24	1
GC_00002601	24	24	1
GC_00002602	24	24	1
GC_00002603	24	24	1
GC_00002604	24	24	1
GC_00002605	24	24	1
GC_00002606	24	24	1
GC_00002607	24	24	1
GC_00002608	24	24	1
GC_00002609	24	24	1
GC_00002610	24	24	1
GC_00002611	24	24	1
GC_00002612	24	24	1
GC_00002613	24	24	1
GC_00002614	24	24	1
GC_00002615	24	24	1
GC_00002616	24	24	1
GC_00002617	24	24	1
GC_00002618	24	24	1
GC_00002619	24	24	1
GC_00002620	24	24	1
GC_00002621	24	24	1
GC_00002622	24	24	1
GC_00002623	24	24	1
GC_00002624	24	24	1
GC_00002625	24	24	1
GC_00002626	24	24	1
GC_00002627	24	24	1
GC_00002628	24	24	1
GC_00002629	24	24	1
GC_00002630	24	24	1
GC_00002631	24	24	1
GC_00002632	24	24	1
GC_00002633	24	24	1
GC_00002634	24	24	1
GC_00002635	24	24	1
GC_00002636	24	24	1
GC_00002637	24	24	1
GC_00002638	24	24	1
GC_00002639	24	24	1
GC_00002640	24	24	1
GC_00002641	24	24	1
GC_00002642	16	24	3
GC_00002643	24	24	1
GC_00002644	24	24	1
GC_00002645	24	24	1
GC_00002646	24	24	1
GC_00002647	24	24	1
GC_00002648	24	24	1
GC_00002649	24	24	1
GC_00002650	24	24	1
GC_00002651	24	24	1
GC_00002652	24	24	1
GC_00002653	24	24	1
GC_00002654	24	24	1
GC_00002655	24	24	1
GC_00002656	24	24	1
GC_00002657	24	24	1
GC_00002658	24	24	1
GC_00002659	24	24	1
GC_00002660	24	24	1
GC_00002661	24	24	1
GC_00002662	24	24	1
GC_00002663	24	24	1
GC_00002664	24	24	1
GC_00002665	24	24	1
GC_00002666	24	24	1
GC_00002667	24	24	1
GC_00002668	24	24	1
GC_00002669	24	24	1
GC_00002670	24	24	1
GC_00002671	24	24	1
GC_00002672	24	24	1
GC_00002673	24	24	1
GC_00002674	24	24	1
GC_00002675	24	24	1
GC_00002676	24	24	1
GC_00002677	24	24	1
GC_00002678	24	24	1
GC_00002679	24	24	1
GC_00002680	24	24	1
GC_00002681	24	24	1
GC_00002682	24	24	1
GC_00002683	24	24	1
GC_00002684	24	24	1
GC_00002685	24	24	1
GC_00002686	24	24	1
GC_00002687	24	24	1
GC_00002688	24	24	1
GC_00002689	24	24	1
GC_00002690	24	24	1
GC_00002691	24	24	1
GC_00002692	24	24	1
GC_00002693	24	24	1
GC_00002694	24	24	1
GC_00002695	24	24	1
GC_00002696	24	24	1
GC_00002697	24	24	1
GC_00002698	24	24	1
GC_00002699	24	24	1
GC_00002700	24	24	1
GC_00002701	24	24	1
GC_00002702	24	24	1
GC_00002703	24	24	1
GC_00002704	24	24	1
GC_00002705	24	24	1
GC_00002706	24	24	1
GC_00002707	24	24	1
GC_00002708	24	24	1
GC_00002709	24	24	1
GC_00002710	24	24	1
GC_00002711	24	24	1
GC_00002712	24	24	1
GC_00002713	24	24	1
GC_00002714	24	24	1
GC_00002715	24	24	1
GC_00002716	24	24	1
GC_00002717	24	24	1
GC_00002718	24	24	1
GC_00002719	24	24	1
GC_00002720	24	24	1
GC_00002721	24	24	1
GC_00002722	24	24	1
GC_00002723	24	24	1
GC_00002724	24	24	1
GC_00002725	24	24	1
GC_00002726	24	24	1
GC_00002727	24	24	1
GC_00002728	24	24	1
GC_00002729	24	24	1
GC_00002730	24	24	1
GC_00002731	24	24	1
GC_00002732	24	24	1
GC_00002733	24	24	1
GC_00002734	24	24	1
GC_00002735	24	24	1
GC_00002736	24	24	1
GC_00002737	24	24	1
GC_00002738	24	24	1
GC_00002739	24	24	1
GC_00002740	24	24	1
GC_00002741	24	24	1
GC_00002742	24	24	1
GC_00002743	24	24	1
GC_00002744	24	24	1
GC_00002745	24	24	1
GC_00002746	24	24	1
GC_00002747	24	24	1
GC_00002748	24	24	1
GC_00002749	24	24	1
GC_00002750	24	24	1
GC_00002751	24	24	1
GC_00002752	24	24	1
GC_00002753	24	24	1
GC_00002754	24	24	1
GC_00002755	24	24	1
GC_00002756	24	24	1
GC_00002757	24	24	1
GC_00002758	24	24	1
GC_00002759	24	24	1
GC_00002760	24	24	1
GC_00002761	24	24	1
GC_00002762	24	24	1
GC_00002763	24	24	1
GC_00002764	24	24	1
GC_00002765	24	24	1
GC_00002766	24	24	1
GC_00002767	24	24	1
GC_00002768	24	24	1
GC_00002769	24	24	1
GC_00002770	24	24	1
GC_00002771	24	24	1
GC_00002772	24	24	1
GC_00002773	24	24	1
GC_00002774	24	24	1
GC_00002775	24	24	1
GC_00002776	24	24	1
GC_00002777	24	24	1
GC_00002778	24	24	1
GC_00002779	24	24	1
GC_00002780	24	24	1
GC_00002781	24	24	1
GC_00002782	24	24	1
GC_00002783	24	24	1
GC_00002784	24	24	1
GC_00002785	24	24	1
GC_00002786	24	24	1
GC_00002787	24	24	1
GC_00002788	24	24	1
GC_00002789	24	24	1
GC_00002790	24	24	1
GC_00002791	24	24	1
GC_00002792	24	24	1
GC_00002793	24	24	1
GC_00002794	24	24	1
GC_00002795	24	24	1
GC_00002796	24	24	1
GC_00002797	24	24	1
GC_00002798	24	24	1
GC_00002799	24	24	1
GC_00002800	24	24	1
GC_00002801	24	24	1
GC_00002802	24	24	1
GC_00002803	24	24	1
GC_00002804	24	24	1
GC_00002805	24	24	1
GC_00002806	24	24	1
GC_00002807	24	24	1
GC_00002808	24	24	1
GC_00002809	24	24	1
GC_00002810	24	24	1
GC_00002811	24	24	1
GC_00002812	24	24	1
GC_00002813	24	24	1
GC_00002814	24	24	1
GC_00002815	24	24	1
GC_00002816	24	24	1
GC_00002817	24	24	1
GC_00002818	24	24	1
GC_00002819	24	24	1
GC_00002820	24	24	1
GC_00002821	24	24	1
GC_00002822	24	24	1
GC_00002823	24	24	1
GC_00002824	24	24	1
GC_00002825	24	24	1
GC_00002826	24	24	1
GC_00002827	24	24	1
GC_00002828	24	24	1
GC_00002829	24	24	1
GC_00002830	24	24	1
GC_00002831	24	24	1
GC_00002832	24	24	1
GC_00002833	24	24	1
GC_00002834	24	24	1
GC_00002835	24	24	1
GC_00002836	24	24	1
GC_00002837	24	24	1
GC_00002838	24	24	1
GC_00002839	24	24	1
GC_00002840	24	24	1
GC_00002841	24	24	1
GC_00002842	24	24	1
GC_00002843	24	24	1
GC_00002844	24	24	1
GC_00002845	24	24	1
GC_00002846	24	24	1
GC_00002847	24	24	1
GC_00002848	24	24	1
GC_00002849	24	24	1
GC_00002850	24	24	1
GC_00002851	24	24	1
GC_00002852	24	24	1
GC_00002853	24	24	1
GC_00002854	24	24	1
GC_00002855	24	24	1
GC_00002856	24	24	1
GC_00002857	24	24	1
GC_00002858	24	24	1
GC_00002859	24	24	1
GC_00002860	24	24	1
GC_00002861	24	24	1
GC_00002862	24	24	1
GC_00002863	24	24	1
GC_00002864	24	24	1
GC_00002865	24	24	1
GC_00002866	24	24	1
GC_00002867	24	24	1
GC_00002868	24	24	1
GC_00002869	24	24	1
GC_00002870	24	24	1
GC_00002871	24	24	1
GC_00002872	24	24	1
GC_00002873	24	24	1
GC_00002874	24	24	1
GC_00002875	24	24	1
GC_00002876	24	24	1
GC_00002877	24	24	1
GC_00002878	24	24	1
GC_00002879	24	24	1
GC_00002880	24	24	1
GC_00002881	24	24	1
GC_00002882	24	24	1
GC_00002883	24	24	1
GC_00002884	24	24	1
GC_00002885	24	24	1
GC_00002886	24	24	1
GC_00002887	24	24	1
GC_00002888	24	24	1
GC_00002889	24	24	1
GC_00002890	24	24	1
GC_00002891	24	24	1
GC_00002892	24	24	1
GC_00002893	24	24	1
GC_00002894	24	24	1
GC_00002895	24	24	1
GC_00002896	24	24	1
GC_00002897	24	24	1
GC_00002898	24	24	1
GC_00002899	24	24	1
GC_00002900	24	24	1
GC_00002901	24	24	1
GC_00002902	24	24	1
GC_00002903	24	24	1
GC_00002904	24	24	1
GC_00002905	24	24	1
GC_00002906	24	24	1
GC_00002907	24	24	1
GC_00002908	24	24	1
GC_00002909	24	24	1
GC_00002910	24	24	1
GC_00002911	24	24	1
GC_00002912	24	24	1
GC_00002913	24	24	1
GC_00002914	24	24	1
GC_00002915	24	24	1
GC_00002916	24	24	1
GC_00002917	24	24	1
GC_00002918	24	24	1
GC_00002919	24	24	1
GC_00002920	24	24	1
GC_00002921	24	24	1
GC_00002922	24	24	1
GC_00002923	24	24	1
GC_00002924	23	24	2
GC_00002925	24	24	1
GC_00002926	24	24	1
GC_00002927	24	24	1
GC_00002928	24	24	1
GC_00002929	24	24	1
GC_00002930	24	24	1
GC_00002931	24	24	1
GC_00002932	24	24	1
GC_00002933	24	24	1
GC_00002934	24	24	1
GC_00002935	24	24	1
GC_00002936	24	24	1
GC_00002937	24	24	1
GC_00002938	24	24	1
GC_00002939	23	24	2
GC_00002940	24	24	1
GC_00002941	24	24	1
GC_00002942	24	24	1
GC_00002943	24	24	1
GC_00002944	24	24	1
GC_00002945	24	24	1
GC_00002946	24	24	1
GC_00002947	24	24	1
GC_00002948	24	24	1
GC_00002949	24	24	1
GC_00002950	24	24	1
GC_00002951	24	24	1
GC_00002952	24	24	1
GC_00002953	24	24	1
GC_00002954	24	24	1
GC_00002955	24	24	1
GC_00002956	24	24	1
GC_00002957	24	24	1
GC_00002958	24	24	1
GC_00002959	24	24	1
GC_00002960	24	24	1
GC_00002961	24	24	1
GC_00002962	24	24	1
GC_00002963	24	24	1
GC_00002964	24	24	1
GC_00002965	24	24	1
GC_00002966	24	24	1
GC_00002967	24	24	1
GC_00002968	23	24	2
GC_00002969	24	24	1
GC_00002970	24	24	1
GC_00002971	24	24	1
GC_00002972	24	24	1
GC_00002973	24	24	1
GC_00002974	24	24	1
GC_00002975	24	24	1
GC_00002976	24	24	1
GC_00002977	24	24	1
GC_00002978	24	24	1
GC_00002979	24	24	1
GC_00002980	24	24	1
GC_00002981	24	24	1
GC_00002982	24	24	1
GC_00002983	24	24	1
GC_00002984	24	24	1
GC_00002985	24	24	1
GC_00002986	24	24	1
GC_00002987	24	24	1
GC_00002988	24	24	1
GC_00002989	24	24	1
GC_00002990	24	24	1
GC_00002991	24	24	1
GC_00002992	24	24	1
GC_00002993	24	24	1
GC_00002994	24	24	1
GC_00002995	24	24	1
GC_00002996	24	24	1
GC_00002997	24	24	1
GC_00002998	24	24	1
GC_00002999	24	24	1
GC_00003000	24	24	1
GC_00003001	24	24	1
GC_00003002	24	24	1
GC_00003003	24	24	1
GC_00003004	24	24	1
GC_00003005	24	24	1
GC_00003006	24	24	1
GC_00003007	24	24	1
GC_00003008	24	24	1
GC_00003009	24	24	1
GC_00003010	24	24	1
GC_00003011	24	24	1
GC_00003012	24	24	1
GC_00003013	24	24	1
GC_00003014	24	24	1
GC_00003015	24	24	1
GC_00003016	24	24	1
GC_00003017	24	24	1
GC_00003018	24	24	1
GC_00003019	24	24	1
GC_00003020	24	24	1
GC_00003021	24	24	1
GC_00003022	24	24	1
GC_00003023	24	24	1
GC_00003024	24	24	1
GC_00003025	24	24	1
GC_00003026	24	24	1
GC_00003027	24	24	1
GC_00003028	24	24	1
GC_00003029	24	24	1
GC_00003030	24	24	1
GC_00003031	24	24	1
GC_00003032	24	24	1
GC_00003033	24	24	1
GC_00003034	24	24	1
GC_00003035	24	24	1
GC_00003036	24	24	1
GC_00003037	23	24	2
GC_00003038	24	24	1
GC_00003039	24	24	1
GC_00003040	24	24	1
GC_00003041	24	24	1
GC_00003042	24	24	1
GC_00003043	24	24	1
GC_00003044	24	24	1
GC_00003045	24	24	1
GC_00003046	24	24	1
GC_00003047	24	24	1
GC_00003048	24	24	1
GC_00003049	24	24	1
GC_00003050	24	24	1
GC_00003051	24	24	1
GC_00003052	24	24	1
GC_00003053	24	24	1
GC_00003054	24	24	1
GC_00003055	24	24	1
GC_00003056	24	24	1
GC_00003057	24	24	1
GC_00003058	24	24	1
GC_00003059	24	24	1
GC_00003060	24	24	1
GC_00003061	24	24	1
GC_00003062	24	24	1
GC_00003063	24	24	1
GC_00003064	24	24	1
GC_00003065	24	24	1
GC_00003066	24	24	1
GC_00003067	24	24	1
GC_00003068	24	24	1
GC_00003069	24	24	1
GC_00003070	24	24	1
GC_00003071	24	24	1
GC_00003072	24	24	1
GC_00003073	24	24	1
GC_00003074	24	24	1
GC_00003075	24	24	1
GC_00003076	24	24	1
GC_00003077	24	24	1
GC_00003078	24	24	1
GC_00003079	24	24	1
GC_00003080	24	24	1
GC_00003081	24	24	1
GC_00003082	24	24	1
GC_00003083	24	24	1
GC_00003084	24	24	1
GC_00003085	24	24	1
GC_00003086	24	24	1
GC_00003087	24	24	1
GC_00003088	24	24	1
GC_00003089	24	24	1
GC_00003090	24	24	1
GC_00003091	24	24	1
GC_00003092	24	24	1
GC_00003093	24	24	1
GC_00003094	24	24	1
GC_00003095	23	24	2
GC_00003096	24	24	1
GC_00003097	24	24	1
GC_00003098	24	24	1
GC_00003099	24	24	1
GC_00003100	24	24	1
GC_00003101	24	24	1
GC_00003102	24	24	1
GC_00003103	24	24	1
GC_00003104	24	24	1
GC_00003105	24	24	1
GC_00003106	24	24	1
GC_00003107	24	24	1
GC_00003108	24	24	1
GC_00003109	24	24	1
GC_00003110	24	24	1
GC_00003111	24	24	1
GC_00003112	24	24	1
GC_00003113	24	24	1
GC_00003114	24	24	1
GC_00003115	24	24	1
GC_00003116	24	24	1
GC_00003117	24	24	1
GC_00003118	24	24	1
GC_00003119	24	24	1
GC_00003120	24	24	1
GC_00003121	24	24	1
GC_00003122	24	24	1
GC_00003123	24	24	1
GC_00003124	24	24	1
GC_00003125	24	24	1
GC_00003126	24	24	1
GC_00003127	24	24	1
GC_00003128	24	24	1
GC_00003129	24	24	1
GC_00003130	24	24	1
GC_00003131	24	24	1
GC_00003132	24	24	1
GC_00003133	24	24	1
GC_00003134	24	24	1
GC_00003135	24	24	1
GC_00003136	24	24	1
GC_00003137	24	24	1
GC_00003138	24	24	1
GC_00003139	24	24	1
GC_00003140	24	24	1
GC_00003141	24	24	1
GC_00003142	24	24	1
GC_00003143	24	24	1
GC_00003144	24	24	1
GC_00003145	24	24	1
GC_00003146	24	24	1
GC_00003147	24	24	1
GC_00003148	24	24	1
GC_00003149	24	24	1
GC_00003150	24	24	1
GC_00003151	24	24	1
GC_00003152	24	24	1
GC_00003153	24	24	1
GC_00003154	24	24	1
GC_00003155	24	24	1
GC_00003156	24	24	1
GC_00003157	24	24	1
GC_00003158	24	24	1
GC_00003159	24	24	1
GC_00003160	24	24	1
GC_00003161	24	24	1
GC_00003162	24	24	1
GC_00003163	24	24	1
GC_00003164	24	24	1
GC_00003165	24	24	1
GC_00003166	24	24	1
GC_00003167	24	24	1
GC_00003168	24	24	1
GC_00003169	24	24	1
GC_00003170	24	24	1
GC_00003171	24	24	1
GC_00003172	24	24	1
GC_00003173	24	24	1
GC_00003174	24	24	1
GC_00003175	24	24	1
GC_00003176	24	24	1
GC_00003177	24	24	1
GC_00003178	24	24	1
GC_00003179	24	24	1
GC_00003180	24	24	1
GC_00003181	24	24	1
GC_00003182	24	24	1
GC_00003183	24	24	1
GC_00003184	24	24	1
GC_00003185	24	24	1
GC_00003186	24	24	1
GC_00003187	24	24	1
GC_00003188	24	24	1
GC_00003189	24	24	1
GC_00003190	24	24	1
GC_00003191	24	24	1
GC_00003192	24	24	1
GC_00003193	24	24	1
GC_00003194	24	24	1
GC_00003195	24	24	1
GC_00003196	24	24	1
GC_00003197	24	24	1
GC_00003198	24	24	1
GC_00003199	24	24	1
GC_00003200	24	24	1
GC_00003201	24	24	1
GC_00003202	24	24	1
GC_00003203	24	24	1
GC_00003204	24	24	1
GC_00003205	24	24	1
GC_00003206	24	24	1
GC_00003207	24	24	1
GC_00003208	23	24	2
GC_00003209	24	24	1
GC_00003210	24	24	1
GC_00003211	24	24	1
GC_00003212	24	24	1
GC_00003213	24	24	1
GC_00003214	24	24	1
GC_00003215	24	24	1
GC_00003216	24	24	1
