gene_callers_id	source	accession	function	e_value
1804	KOfam	K07459	putative ATP-dependent endonuclease of the OLD family	2.4e-93
1804	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	0.0
1807	KOfam	K01255	leucyl aminopeptidase [EC:3.4.11.1]	2.1e-121
1807	KEGG_BRITE	ko00001!!!ko01000!!!ko01002	KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.1  leucyl aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M17: leucyl aminopeptidase family	0.0
1808	KOfam	K08723	pyrimidine 5'-nucleotidase [EC:3.1.3.-]	8.9e-74
1808	KOfam	K07025	putative hydrolase of the HAD superfamily	4e-38
1808	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]	0.0
1808	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only	0.0
1809	KOfam	K02030	polar amino acid transport system substrate-binding protein	5.8e-42
1809	KEGG_BRITE	ko02000	Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Putative polar amino acid transporter	0.0
1810	KOfam	K06204	RNA polymerase-binding transcription factor	8.2e-12
1810	KEGG_BRITE	ko00001!!!ko03000!!!ko03021!!!ko03009	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02026 Biofilm formation - Escherichia coli [PATH:ko02026]!!!Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others!!!Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>Transcription elongation factors!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA transcription factors	0.0
1811	KOfam	K05541	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	3.5e-148
1811	KEGG_BRITE	ko03016	Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Dihydorouridine synthases	0.0
1812	KOfam	K09790	uncharacterized protein	1e-47
1812	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1813	KOfam	K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	1.2e-82
1813	KEGG_BRITE	ko00001!!!ko01000!!!ko04147	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.2  Pentosyltransferases>>>2.4.2.7  adenine phosphoribosyltransferase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of other body fluids (saliva and urine)	0.0
1814	KOfam	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	5.8e-172
1814	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko03032!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.7  DNA-directed DNA polymerase!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Elongation Factors>>>Elongation factors (bacterial)>>>DNA polymerase III holoenzyme!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>DNA polymerase III holoenzyme	0.0
1815	KOfam	K09747	nucleoid-associated protein EbfC	3.7e-45
1815	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99998 Others	0.0
1816	KOfam	K01151	deoxyribonuclease IV [EC:3.1.21.2]	2.8e-108
1816	KEGG_BRITE	ko00001!!!ko01000!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03410 Base excision repair [PATH:ko03410]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.21  Endodeoxyribonucleases producing 5'-phosphomonoesters>>>3.1.21.2  deoxyribonuclease IV!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>BER (base exicision repair)>>>AP endonucleases	0.0
1817	KOfam	K21900	LysR family transcriptional regulator, transcriptional activator of the cysJI operon	2.3e-75
1817	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family	0.0
1818	KOfam	K11041	exfoliative toxin A/B	3.6e-118
1818	KEGG_BRITE	ko02042!!!ko02042	Bacterial toxins>>>Type I toxins: Toxins that act from the cell surface>>>Superantigens!!!Bacterial toxins>>>Type III toxins: Intracellular toxins>>>Others>>>Exfoliative toxin type A	0.0
1819	KOfam	K02560	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	1.3e-121
1819	KOfam	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	2.1e-73
1819	KEGG_Module	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	0.0
1819	KEGG_Module	M00060!!!M00866	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type!!!KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	0.0
1819	KEGG_Class	M00060	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	0.0
1819	KEGG_Class	M00060!!!M00866	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	0.0
1819	KEGG_BRITE	ko00001!!!ko01000!!!ko01005	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00540 Lipopolysaccharide biosynthesis [PATH:ko00540]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.243  acyl-Kdo2-lipid IVA acyltransferase!!!Lipopolysaccharide biosynthesis proteins>>>Lipid A	0.0
1819	KEGG_BRITE	ko00001!!!ko01000!!!ko01005	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00540 Lipopolysaccharide biosynthesis [PATH:ko00540]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.241  Kdo2-lipid IVA acyltransferase!!!Lipopolysaccharide biosynthesis proteins>>>Lipid A	0.0
1820	KOfam	K07495	putative transposase	5.5e-209
1820	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	0.0
1821	KOfam	K02560	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	9.4e-116
1821	KOfam	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	2.3e-71
1821	KEGG_Module	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	0.0
1821	KEGG_Module	M00060!!!M00866	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type!!!KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	0.0
1821	KEGG_Class	M00060	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	0.0
1821	KEGG_Class	M00060!!!M00866	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism!!!Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	0.0
1821	KEGG_BRITE	ko00001!!!ko01000!!!ko01005	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00540 Lipopolysaccharide biosynthesis [PATH:ko00540]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.243  acyl-Kdo2-lipid IVA acyltransferase!!!Lipopolysaccharide biosynthesis proteins>>>Lipid A	0.0
1821	KEGG_BRITE	ko00001!!!ko01000!!!ko01005	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00540 Lipopolysaccharide biosynthesis [PATH:ko00540]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.241  Kdo2-lipid IVA acyltransferase!!!Lipopolysaccharide biosynthesis proteins>>>Lipid A	0.0
1823	KOfam	K07178	RIO kinase 1 [EC:2.7.11.1]	9e-67
1823	KEGG_BRITE	ko00001!!!ko01000!!!ko01001!!!ko03009	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.11  Protein-serine/threonine kinases>>>2.7.11.1  non-specific serine/threonine protein kinase!!!Protein kinases>>>Serine/threonine kinases: Other>>>RIO family [OT]!!!Ribosome biogenesis>>>Eukaryotic type>>>Pre-40S particles>>>Kinases	0.0
1825	KOfam	K18967	diguanylate cyclase [EC:2.7.7.65]	9.7e-55
1825	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.65  diguanylate cyclase	0.0
1826	KOfam	K19055	Ala-tRNA(Pro) deacylase [EC:3.1.1.-]	1.2e-53
1826	KEGG_BRITE	ko03016	Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Trans-editing factors	0.0
1827	KOfam	K02336	DNA polymerase II [EC:2.7.7.7]	0
1827	KEGG_BRITE	ko01000!!!ko03400	Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.7  DNA-directed DNA polymerase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>TLS (translesion DNA synthesis) factors>>>Other SOS response factors	0.0
1828	KOfam	K12149	DNA-damage-inducible protein I	4.3e-26
1828	KEGG_BRITE	ko03400	DNA repair and recombination proteins>>>Prokaryotic type>>>TLS (translesion DNA synthesis) factors>>>Other SOS response factors	0.0
1830	KOfam	K07043	UTP pyrophosphatase [EC:3.6.1.-]	1.2e-95
1830	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]	0.0
1832	KOfam	K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	3.2e-104
1832	KEGG_Module	M00958!!!M00959	Adenine ribonucleotide degradation, AMP => Urate!!!Guanine ribonucleotide degradation, GMP => Urate	0.0
1832	KEGG_Class	M00958!!!M00959	Pathway modules; Nucleotide metabolism; Purine metabolism!!!Pathway modules; Nucleotide metabolism; Purine metabolism	0.0
1832	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.5  5'-nucleotidase!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.1  In phosphorus-containing anhydrides>>>3.6.1.45  UDP-sugar diphosphatase	0.0
1833	KOfam	K03326	C4-dicarboxylate transporter, DcuC family	2.3e-173
1833	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
1836	KOfam	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	8.3e-261
1836	KEGG_BRITE	ko01000!!!ko03016	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.61  tRNA 5-(aminomethyl)-2-thiouridylate-methyltransferase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors	0.0
1837	KOfam	K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	9e-114
1837	KEGG_Module	M00083!!!M00572	Fatty acid biosynthesis, elongation!!!Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	0.0
1837	KEGG_Class	M00083!!!M00572	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
1837	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00780 Biotin metabolism [PATH:ko00780]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.41  beta-ketoacyl-[acyl-carrier-protein] synthase I!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
1838	KOfam	K07085	putative transport protein	6.3e-167
1838	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport	0.0
1839	KOfam	K03702	excinuclease ABC subunit B	0
1839	KEGG_BRITE	ko00001!!!ko03400!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03420 Nucleotide excision repair [PATH:ko03420]!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>GGR (global genome repair) factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
1841	KOfam	K03975	membrane-associated protein	1.6e-81
1841	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only	0.0
1842	KOfam	K03611	protein dithiol:quinone oxidoreductase [EC:1.8.5.9]	9.3e-52
1842	KEGG_BRITE	ko01000!!!ko03110	Enzymes>>>1. Oxidoreductases>>>1.8  Acting on a sulfur group of donors>>>1.8.5  With a quinone or similar compound as acceptor>>>1.8.5.9  protein dithiol:quinone oxidoreductase DsbB!!!Chaperones and folding catalysts>>>Protein folding catalysts>>>Protein disulfide isomerase	0.0
1843	KOfam	K03314	Na+:H+ antiporter, NhaB family	3.9e-268
1843	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
1844	KOfam	K03603	GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA	3.7e-116
1844	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>GntR family	0.0
1850	KOfam	K26939	MATE family, multidrug efflux pump	2.5e-152
1850	KEGG_BRITE	ko02000	Transporters>>>Solute carrier family (SLC)>>>SLC47: Multidrug and Toxin Extrusion (MATE) family	0.0
1852	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	4e-73
1852	KEGG_Module	M00125!!!M00911	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD!!!Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	0.0
1852	KEGG_Class	M00125!!!M00911	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
1852	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00740 Riboflavin metabolism [PATH:ko00740]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.9  riboflavin synthase	0.0
1854	KOfam	K24204	mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]	1.2e-84
1854	KEGG_BRITE	ko00001!!!ko01000!!!ko01000!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.22  mannitol-1-phosphatase!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.23  sugar-phosphatase!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.50  sorbitol-6-phosphatase!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.68  2-deoxyglucose-6-phosphatase	0.0
1855	KOfam	K08289	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	1.9e-222
1855	KEGG_Module	M00048	De novo purine biosynthesis, PRPP + glutamine => IMP	0.0
1855	KEGG_Class	M00048	Pathway modules; Nucleotide metabolism; Purine metabolism	0.0
1855	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.1  Acid-D-ammonia (or amine) ligases (amide synthases)>>>6.3.1.21  phosphoribosylglycinamide formyltransferase 2	0.0
1856	KOfam	K15270	S-adenosylmethionine uptake transporter	2.5e-51
1856	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
1857	KOfam	K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	2.3e-72
1857	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.7  Acting on other nitrogenous compounds as donors>>>1.7.1  With NAD+ or NADP+ as acceptor>>>1.7.1.17  FMN-dependent NADH-azoreductase	0.0
1862	KOfam	K00243	uncharacterized protein	3.1e-120
1862	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1864	KOfam	K09901	uncharacterized protein	8.6e-44
1864	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1865	KOfam	K03814	peptidoglycan glycosyltransferase [EC:2.4.99.28]	2e-103
1865	KEGG_BRITE	ko00001!!!ko01000!!!ko01003!!!ko01011	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.99  Transferring other glycosyl groups>>>2.4.99.28  peptidoglycan glycosyltransferase!!!Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)!!!Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Glycosyltransferase	0.0
1866	KOfam	K09901	uncharacterized protein	8.6e-37
1866	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1867	KOfam	K03608	cell division topological specificity factor	6.8e-32
1867	KEGG_BRITE	ko03036!!!ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Inhibitors of FtsZ assembly!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	0.0
1868	KOfam	K03609	septum site-determining protein MinD	1.2e-101
1868	KEGG_BRITE	ko03036!!!ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Inhibitors of FtsZ assembly!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	0.0
1869	KOfam	K03610	septum site-determining protein MinC	3.2e-70
1869	KEGG_BRITE	ko03036!!!ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Inhibitors of FtsZ assembly!!!Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	0.0
1870	KOfam	K09902	uncharacterized protein	9.2e-39
1870	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1871	KOfam	K01752	L-serine dehydratase [EC:4.3.1.17]	4.9e-218
1871	KEGG_Module	M00975	Betaine degradation, bacteria, betaine => pyruvate	0.0
1871	KEGG_Class	M00975	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	0.0
1871	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.1  Ammonia-lyases>>>4.3.1.17  L-serine ammonia-lyase	0.0
1873	KOfam	K01752	L-serine dehydratase [EC:4.3.1.17]	1.4e-237
1873	KEGG_Module	M00975	Betaine degradation, bacteria, betaine => pyruvate	0.0
1873	KEGG_Class	M00975	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	0.0
1873	KEGG_BRITE	ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!Enzymes>>>4. Lyases>>>4.3  Carbon-nitrogen lyases>>>4.3.1  Ammonia-lyases>>>4.3.1.17  L-serine ammonia-lyase	0.0
1874	KOfam	K09913	purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	5.5e-39
1874	KEGG_Module	M00958!!!M00959	Adenine ribonucleotide degradation, AMP => Urate!!!Guanine ribonucleotide degradation, GMP => Urate	0.0
1874	KEGG_Class	M00958!!!M00959	Pathway modules; Nucleotide metabolism; Purine metabolism!!!Pathway modules; Nucleotide metabolism; Purine metabolism	0.0
1874	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.2  Pentosyltransferases>>>2.4.2.1  purine-nucleoside phosphorylase!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.2  Pentosyltransferases>>>2.4.2.2  pyrimidine-nucleoside phosphorylase	0.0
1877	KOfam	K00850	6-phosphofructokinase 1 [EC:2.7.1.11]	1.9e-115
1877	KEGG_Module	M00001!!!M00345	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Formaldehyde assimilation, ribulose monophosphate pathway	0.0
1877	KEGG_Class	M00001!!!M00345	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Methane metabolism	0.0
1877	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01009!!!ko03019	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00052 Galactose metabolism [PATH:ko00052]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00680 Methane metabolism [PATH:ko00680]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04066 HIF-1 signaling pathway [PATH:ko04066]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04152 AMPK signaling pathway [PATH:ko04152]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.11  6-phosphofructokinase!!!Protein phosphatases and associated proteins>>>Protein serine/threonine phosphatases>>>Phosphoprotein phosphatases (PPPs)>>>Protein phosphatase-1>>>PP1-interacting proteins (PIPs)!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Other RNA degradosome components	0.0
1878	KOfam	K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	1.3e-102
1878	KEGG_Module	M00001!!!M00002!!!M00003!!!M00165	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Glycolysis, core module involving three-carbon compounds!!!Gluconeogenesis, oxaloacetate => fructose-6P!!!Reductive pentose phosphate cycle (Calvin cycle)	0.0
1878	KEGG_Class	M00001!!!M00002!!!M00003!!!M00165	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation	0.0
