gene_callers_id	source	accession	function	e_value
1623	KEGG_Class	M00308!!!M00631!!!M00061	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	0.0
1623	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.45  2-dehydro-3-deoxygluconokinase	0.0
1624	KOfam	K19333	IclR family transcriptional regulator, KDG regulon repressor	1.8e-104
1624	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>IclR family	0.0
1626	KOfam	K00065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	9.3e-129
1626	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00040 Pentose and glucuronate interconversions [PATH:ko00040]!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.127  2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	0.0
1627	KOfam	K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	2.1e-135
1627	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00040 Pentose and glucuronate interconversions [PATH:ko00040]!!!Enzymes>>>5. Isomerases>>>5.3  Intramolecular oxidoreductases>>>5.3.1  Interconverting aldoses and ketoses, and related compounds>>>5.3.1.17  5-dehydro-4-deoxy-D-glucuronate isomerase	0.0
1628	KOfam	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]	6.8e-31
1628	KEGG_BRITE	ko01000!!!ko03036	Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.108  protein adenylyltransferase!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins	0.0
1630	KOfam	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	2.1e-98
1630	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko03400!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03420 Nucleotide excision repair [PATH:ko03420]!!!KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>GGR (global genome repair) factors!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>Other MMR factors	0.0
1635	KOfam	K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:5.6.2.6 5.6.2.4]	5.9e-124
1635	KEGG_BRITE	ko01000!!!ko01000!!!ko03400	Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.6  RNA 3'-5' helicase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>Other factors with a suspected DNA repair function>>>DNA helicases	0.0
1639	KOfam	K18829	antitoxin VapB	5.1e-21
1639	KEGG_BRITE	ko02048	Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>VapC-VapB	0.0
1640	KOfam	K03503	DNA polymerase V [EC:3.4.21.-]	1.5e-62
1640	KEGG_BRITE	ko01002!!!ko03400	Peptidases and inhibitors>>>Serine peptidases>>>Family S24: LexA family!!!DNA repair and recombination proteins>>>Prokaryotic type>>>TLS (translesion DNA synthesis) factors>>>Y-family DNA polymerases	0.0
1641	KOfam	K03502	DNA polymerase V	2.4e-176
1641	KEGG_BRITE	ko03400	DNA repair and recombination proteins>>>Prokaryotic type>>>TLS (translesion DNA synthesis) factors>>>Y-family DNA polymerases	0.0
1648	KOfam	K03746	DNA-binding protein H-NS	2.7e-23
1648	KEGG_BRITE	ko03036!!!ko03400	Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>HNS (histone-like nucleoid structuring protein)!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Supressor	0.0
1650	KOfam	K07126	uncharacterized protein	2.4e-77
1650	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1653	KOfam	K07483	transposase	5.3e-27
1653	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	0.0
1654	KOfam	K07497	putative transposase	9.3e-50
1654	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	0.0
1658	KOfam	K11904	type VI secretion system secreted protein VgrG	1.1e-244
1658	KEGG_BRITE	ko00001!!!ko02044	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!Secretion system>>>Type VI secretion system>>>Imp/Vas secretion system core components	0.0
1659	KOfam	K11903	type VI secretion system secreted protein Hcp	6.2e-37
1659	KEGG_BRITE	ko00001!!!ko00001!!!ko02044	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]!!!Secretion system>>>Type VI secretion system>>>Imp/Vas secretion system core components	0.0
1661	KOfam	K03406	methyl-accepting chemotaxis protein	7e-36
1661	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
1665	KOfam	K09973	uncharacterized protein	2.4e-77
1665	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1668	KOfam	K01299	carboxypeptidase Taq [EC:3.4.17.19]	1.2e-208
1668	KEGG_BRITE	ko01000!!!ko01002	Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.17  Metallocarboxypeptidases>>>3.4.17.19  carboxypeptidase Taq!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M32: carboxypeptidase Taq family	0.0
1670	KOfam	K02673	type IV pilus assembly protein PilX	3.9e-11
1670	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
1671	KOfam	K02672	type IV pilus assembly protein PilW	2.3e-17
1671	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
1672	KOfam	K02671	type IV pilus assembly protein PilV	1.7e-14
1672	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
1673	KOfam	K08084	type IV fimbrial biogenesis protein FimT	1.4e-28
1673	KEGG_BRITE	ko02044	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein	0.0
1674	KOfam	K02655	type IV pilus assembly protein PilE	1.9e-40
1674	KEGG_BRITE	ko02044!!!ko02035	Secretion system>>>Type II secretion system>>>Pilin secretion/fimbrial assembly protein!!!Bacterial motility proteins>>>Pilus system>>>Pilus assembly proteins	0.0
1675	KOfam	K13529	AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	2.1e-181
1675	KEGG_BRITE	ko00001!!!ko01000!!!ko03000!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03410 Base excision repair [PATH:ko03410]!!!Enzymes>>>3. Hydrolases>>>3.2  Glycosylases>>>3.2.2  Hydrolysing N-glycosyl compounds>>>3.2.2.21  DNA-3-methyladenine glycosylase II!!!Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>AraC family!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>BER (base exicision repair)>>>DNA glycosylases	0.0
1676	KOfam	K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	4.1e-59
1676	KEGG_BRITE	ko01000!!!ko03400!!!ko03400	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.63  methylated-DNA---[protein]-cysteine S-methyltransferase!!!DNA repair and recombination proteins>>>Eukaryotic type>>>SSBR (single strand breaks repair)>>>Direct repair!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>Direct repair	0.0
1677	KOfam	K24847	23S rRNA 5-hydroxycytidine C2501 synthase	2.6e-288
1677	KEGG_BRITE	ko01002	Peptidases and inhibitors>>>Peptidases of unknown catalytic type>>>Family U32	0.0
1678	KOfam	K05835	threonine efflux protein	2.9e-65
1678	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
1679	KOfam	K14657	LysR family transcriptional regulator, nod-box dependent transcriptional activator	1.4e-61
1679	KEGG_Module	M00664	Nodulation	0.0
1679	KEGG_Class	M00664	Signature modules; Gene set; Symbiosis	0.0
1679	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family	0.0
1680	KOfam	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	1.6e-125
1680	KEGG_Module	M00082	Fatty acid biosynthesis, initiation	0.0
1680	KEGG_Class	M00082	Pathway modules; Lipid metabolism; Fatty acid metabolism	0.0
1680	KEGG_BRITE	ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.180  beta-ketoacyl-[acyl-carrier-protein] synthase III!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
1681	KOfam	K03406	methyl-accepting chemotaxis protein	6.1e-32
1681	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
1682	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	5.8e-46
1682	KEGG_BRITE	ko00001!!!ko00001!!!ko02022!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Two-component system>>>CheA family>>>CheA-CheYBV (chemotaxis)!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	0.0
1683	KOfam	K04749	anti-sigma B factor antagonist	4.4e-20
1683	KEGG_BRITE	ko03021	Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>RNA polymerase-associated proteins	0.0
1684	KOfam	K03407	two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	3.9e-219
1684	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01001!!!ko02022!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.13  Protein-histidine kinases>>>2.7.13.3  histidine kinase!!!Protein kinases>>>Histidine kinases>>>CheA family [OT]!!!Two-component system>>>CheA family>>>CheA-CheYBV (chemotaxis)!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	0.0
1685	KOfam	K03406	methyl-accepting chemotaxis protein	5.6e-113
1685	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
1686	KOfam	K03408	purine-binding chemotaxis protein CheW	4.7e-47
1686	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	0.0
1687	KOfam	K03406	methyl-accepting chemotaxis protein	2e-112
1687	KEGG_BRITE	ko00001!!!ko00001!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>MCPs	0.0
1688	KOfam	K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	9.7e-88
1688	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.80  protein-glutamate O-methyltransferase!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	0.0
1689	KOfam	K03411	chemotaxis protein CheD [EC:3.5.1.44]	1.8e-50
1689	KEGG_BRITE	ko00001!!!ko01000!!!ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.44  protein-glutamine glutaminase!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	0.0
1690	KOfam	K03412	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	1.1e-139
1690	KEGG_BRITE	ko00001!!!ko00001!!!ko01000!!!ko01000!!!ko02022!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.1  Carboxylic-ester hydrolases>>>3.1.1.61  protein-glutamate methylesterase!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.44  protein-glutamine glutaminase!!!Two-component system>>>CheA family>>>CheA-CheYBV (chemotaxis)!!!Bacterial motility proteins>>>Flagellar system>>>Chemotaxis proteins>>>Two component system proteins	0.0
1691	KOfam	K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	0
1691	KEGG_BRITE	ko00001!!!ko01000!!!ko03019!!!ko03016	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03018 RNA degradation [PATH:ko03018]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.8  polyribonucleotide nucleotidyltransferase!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Other RNA degradosome components!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA degradation factors	0.0
1692	KOfam	K02956	small subunit ribosomal protein S15	4.4e-36
1692	KEGG_BRITE	ko00001!!!ko03011!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit	0.0
1693	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	1.7e-105
1693	KEGG_BRITE	ko01000!!!ko03016!!!ko03016	Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.99  Transferring other groups>>>5.4.99.25  tRNA pseudouridine55 synthase!!!Transfer RNA biogenesis>>>Eukaryotic type>>>tRNA modification factors>>>Psudouridine synthases!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Psudouridine synthases	0.0
1694	KOfam	K02834	ribosome-binding factor A	5.3e-50
1694	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors	0.0
1695	KOfam	K02519	translation initiation factor IF-2	0
1695	KEGG_BRITE	ko03012!!!ko03012!!!ko03029	Translation factors>>>Prokaryotic type>>>Initiation factors!!!Translation factors>>>Eukaryotic type>>>Initiation factors>>>MTIFs!!!Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Mitochondrial translation factors	0.0
1696	KOfam	K02600	transcription termination/antitermination protein NusA	3.2e-153
1696	KEGG_BRITE	ko03021!!!ko03009	Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>RNA polymerase-associated proteins!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA transcription factors	0.0
1697	KOfam	K09748	ribosome maturation factor RimP	6.9e-59
1697	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors	0.0
1698	KOfam	K03075	preprotein translocase subunit SecG	5.2e-39
1698	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko02044	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Secretion system>>>Sec (secretion) system>>>Prokaryotic Sec-SRP core components	0.0
1699	KOfam	K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	4.7e-97
1699	KEGG_Module	M00001!!!M00002!!!M00003!!!M00165	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate!!!Glycolysis, core module involving three-carbon compounds!!!Gluconeogenesis, oxaloacetate => fructose-6P!!!Reductive pentose phosphate cycle (Calvin cycle)	0.0
1699	KEGG_Class	M00001!!!M00002!!!M00003!!!M00165	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation	0.0
1699	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko04147!!!ko04147!!!ko04147	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00051 Fructose and mannose metabolism [PATH:ko00051]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00562 Inositol phosphate metabolism [PATH:ko00562]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation by Calvin cycle [PATH:ko00710]!!!Enzymes>>>5. Isomerases>>>5.3  Intramolecular oxidoreductases>>>5.3.1  Interconverting aldoses and ketoses, and related compounds>>>5.3.1.1  triose-phosphate isomerase!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of colorectal cancer cells!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of bladder cancer cells!!!Exosome>>>Exosomal proteins>>>Exosomal proteins of melanoma cells	0.0
1700	KOfam	K03431	phosphoglucosamine mutase [EC:5.4.2.10]	2.1e-220
1700	KEGG_Module	M00909!!!M00995	UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc!!!UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc	0.0
1700	KEGG_Class	M00909!!!M00995	Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis!!!Pathway modules; Glycan metabolism; Nucleotide sugar biosynthesis	0.0
1700	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!Enzymes>>>5. Isomerases>>>5.4  Intramolecular transferases>>>5.4.2  Phosphotransferases (phosphomutases)>>>5.4.2.10  phosphoglucosamine mutase	0.0
1701	KOfam	K00796	dihydropteroate synthase [EC:2.5.1.15]	2.2e-123
1701	KEGG_Module	M00126	Tetrahydrofolate biosynthesis, GTP => THF	0.0
1701	KEGG_Class	M00126	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
1701	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00790 Folate biosynthesis [PATH:ko00790]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.15  dihydropteroate synthase	0.0
1702	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	6.6e-288
1702	KEGG_BRITE	ko01002!!!ko03110	Peptidases and inhibitors>>>Metallo peptidases>>>Family M41: FtsH endopeptidase family!!!Chaperones and folding catalysts>>>Other chaperones and cochaperones>>>AAA proteases	0.0
1703	KOfam	K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	2.3e-94
1703	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.166  23S rRNA (uridine2552-2'-O)-methyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors	0.0
1704	KOfam	K07574	RNA-binding protein	4.1e-39
1704	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors	0.0
1706	KOfam	K03624	transcription elongation factor GreA	1.5e-69
1706	KEGG_BRITE	ko03021	Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>Other transcription-related factors>>>Transcription elongation factors	0.0
1707	KOfam	K02557	chemotaxis protein MotB	6.1e-71
1707	KEGG_BRITE	ko00001!!!ko00001!!!ko02000!!!ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]!!!Transporters>>>Other transporters>>>Pores ion channels [TC:1]!!!Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Stator	0.0
1708	KOfam	K02556	chemotaxis protein MotA	6.1e-85
1708	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko02000!!!ko02035	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02030 Bacterial chemotaxis [PATH:ko02030]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]!!!Transporters>>>Other transporters>>>Pores ion channels [TC:1]!!!Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Stator	0.0
1709	KOfam	K03602	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	7.6e-28
1709	KEGG_BRITE	ko00001!!!ko01000!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.11  Exodeoxyribonucleases producing 5'-phosphomonoesters>>>3.1.11.6  exodeoxyribonuclease VII!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>DNA exonucleases	0.0
1710	KOfam	K00795	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	6e-128
1710	KEGG_Module	M00364	C10-C20 isoprenoid biosynthesis, bacteria	0.0
1710	KEGG_Class	M00364	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	0.0
