enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K06213	KMM358	KMM358	95	c_1	None	magnesium transporter	None
K01226	KMM358	KMM358	471	c_1	None	trehalose-6-phosphate hydrolase [EC:3.2.1.93]	None
K00851	KMM358	KMM358	164	c_1	None	gluconokinase [EC:2.7.1.12]	None
K03616	KMM358	KMM358	2642	c_1	None	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2]	None
K00684	KMM358	KMM358	2397	c_1	None	leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	None
K03548	KMM358	KMM358	2565	c_1	None	putative permease	None
K02656	KMM358	KMM358	2480	c_1	None	type IV pilus assembly protein PilF	None
K02440	KMM358	KMM358	2607	c_1	None	glycerol uptake facilitator	None
K04757	KMM358	KMM358	2222	c_1	None	serine/threonine-protein kinase RsbW [EC:2.7.11.1]	None
K06169	KMM358	KMM358	2384	c_1	None	tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69]	None
K06182	KMM358	KMM358	2634	c_1	None	23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	None
K15539	KMM358	KMM358	2479	c_1	None	cytoskeleton protein RodZ	None
K03617	KMM358	KMM358	2641	c_1	None	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	None
K07459	KMM358	KMM358	2534	c_1	None	putative ATP-dependent endonuclease of the OLD family	None
K07459	KMM358	KMM358	1806	c_1	None	putative ATP-dependent endonuclease of the OLD family	None
K20755	KMM358	KMM358	2577	c_1	None	Lys-Lys/Arg-Xaa endopeptidase [EC:3.4.21.121]	None
K03615	KMM358	KMM358	2643	c_1	None	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2]	None
K03601	KMM358	KMM358	2355	c_1	None	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	None
K08224	KMM358	KMM358	2429	c_1	None	MFS transporter, YNFM family, putative membrane transport protein	None
K09933	KMM358	KMM358	2253	c_1	None	MtfA peptidase	None
K10906	KMM358	KMM358	2318	c_1	None	exodeoxyribonuclease VIII [EC:3.1.11.-]	None
K12136	KMM358	KMM358	2175	c_1	None	hydrogenase-4 component A [EC:1.-.-.-]	None
K07261	KMM358	KMM358	2448	c_1	None	penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]	None
K07274	KMM358	KMM358	2566	c_1	None	MipA family protein	None
K12137	KMM358	KMM358	2176	c_1	None	hydrogenase-4 component B [EC:1.-.-.-]	None
K04755	KMM358	KMM358	2485	c_1	None	ferredoxin, 2Fe-2S	None
K03210	KMM358	KMM358	2503	c_1	None	preprotein translocase subunit YajC	None
K07089	KMM358	KMM358	2584	c_1	None	uncharacterized protein	None
K03614	KMM358	KMM358	2644	c_1	None	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2]	None
K01759	KMM358	KMM358	2648	c_1	None	lactoylglutathione lyase [EC:4.4.1.5]	None
K03833	KMM358	KMM358	2184	c_1	None	selenocysteine-specific elongation factor	None
K14393	KMM358	KMM358	2260	c_1	None	cation/acetate symporter	None
K01775	KMM358	KMM358	2676	c_1	None	alanine racemase [EC:5.1.1.1]	None
K01775	KMM358	KMM358	943	c_1	None	alanine racemase [EC:5.1.1.1]	None
K11200	KMM358	KMM358	2357	c_1	None	2-O-A-mannosyl-D-glycerate PTS system EIIABC component [EC:2.7.1.195]	None
K18218	KMM358	KMM358	2412	c_1	None	tetracycline resistance efflux pump	None
K01991	KMM358	KMM358	2224	c_1	None	polysaccharide biosynthesis/export protein	None
K13629	KMM358	KMM358	2705	c_1	None	D-serine transporter	None
K09922	KMM358	KMM358	2673	c_1	None	uncharacterized protein	None
K03566	KMM358	KMM358	3658	c_1	None	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	None
K03566	KMM358	KMM358	1006	c_1	None	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	None
K03566	KMM358	KMM358	2704	c_1	None	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	None
K03566	KMM358	KMM358	2229	c_1	None	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	None
K03566	KMM358	KMM358	1081	c_1	None	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	None
K03770	KMM358	KMM358	2326	c_1	None	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	None
K03758	KMM358	KMM358	2235	c_1	None	arginine:ornithine antiporter / lysine permease	None
K03758	KMM358	KMM358	1508	c_1	None	arginine:ornithine antiporter / lysine permease	None
K00537	KMM358	KMM358	2561	c_1	None	arsenate reductase (glutaredoxin) [EC:1.20.4.1]	None
K00537	KMM358	KMM358	1255	c_1	None	arsenate reductase (glutaredoxin) [EC:1.20.4.1]	None
K01358	KMM358	KMM358	2330	c_1	None	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	None
K21936	KMM358	KMM358	2363	c_1	None	anaerobilin synthase [EC:2.1.1.342]	None
K13628	KMM358	KMM358	2488	c_1	None	iron-sulfur cluster assembly protein	None
K07649	KMM358	KMM358	2541	c_1	None	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	None
K07661	KMM358	KMM358	2404	c_1	None	two-component system, OmpR family, response regulator RstA	None
K10123	KMM358	KMM358	2523	c_1	None	putative ferrous iron transport protein C	None
K02533	KMM358	KMM358	2492	c_1	None	tRNA/rRNA methyltransferase [EC:2.1.1.-]	None
K02533	KMM358	KMM358	1278	c_1	None	tRNA/rRNA methyltransferase [EC:2.1.1.-]	None
K03605	KMM358	KMM358	2198	c_1	None	hydrogenase maturation protease [EC:3.4.23.-]	None
K08988	KMM358	KMM358	2451	c_1	None	putative membrane protein	None
K11203	KMM358	KMM358	2712	c_1	None	fructose-like PTS system EIIC or EIIBC or EIIABC component	None
K03613	KMM358	KMM358	2646	c_1	None	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	None
K10109	KMM358	KMM358	2571	c_1	None	maltose/maltodextrin transport system permease protein	None
K07139	KMM358	KMM358	2517	c_1	None	uncharacterized protein	None
K00124	KMM358	KMM358	2201	c_1	None	formate dehydrogenase iron-sulfur subunit	None
K00124	KMM358	KMM358	3071	c_1	None	formate dehydrogenase iron-sulfur subunit	None
K24119	KMM358	KMM358	2507	c_1	None	NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]	None
K02445	KMM358	KMM358	2606	c_1	None	MFS transporter, OPA family, glycerol-3-phosphate transporter	None
K02444	KMM358	KMM358	2605	c_1	None	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	None
K20801	KMM358	KMM358	2438	c_1	None	L-allo-threonine aldolase [EC:4.1.2.49]	None
K17713	KMM358	KMM358	2475	c_1	None	outer membrane protein assembly factor BamB	None
K03558	KMM358	KMM358	2386	c_1	None	membrane protein required for colicin V production	None
K09897	KMM358	KMM358	2600	c_1	None	uncharacterized protein	None
K07689	KMM358	KMM358	2589	c_1	None	two-component system, NarL family, invasion response regulator UvrY	None
K00864	KMM358	KMM358	2608	c_1	None	glycerol kinase [EC:2.7.1.30]	None
K10108	KMM358	KMM358	2572	c_1	None	maltose/maltodextrin transport system substrate-binding protein	None
K03612	KMM358	KMM358	2645	c_1	None	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	None
K02518	KMM358	KMM358	2399	c_1	None	translation initiation factor IF-1	None
K10806	KMM358	KMM358	1392	c_1	None	acyl-CoA thioesterase YciA [EC:3.1.2.-]	None
K10806	KMM358	KMM358	2630	c_1	None	acyl-CoA thioesterase YciA [EC:3.1.2.-]	None
K04654	KMM358	KMM358	2187	c_1	None	hydrogenase expression/formation protein HypD	None
K00432	KMM358	KMM358	2361	c_1	None	glutathione peroxidase [EC:1.11.1.9]	None
K00432	KMM358	KMM358	3647	c_1	None	glutathione peroxidase [EC:1.11.1.9]	None
K15771	KMM358	KMM358	2571	c_1	None	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	None
K03113	KMM358	KMM358	2526	c_1	None	translation initiation factor 1	None
K06282	KMM358	KMM358	2202	c_1	None	hydrogenase small subunit [EC:1.12.99.6]	None
K02027	KMM358	KMM358	2572	c_1	None	multiple sugar transport system substrate-binding protein	None
K07639	KMM358	KMM358	2405	c_1	None	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	None
K03503	KMM358	KMM358	2291	c_1	None	DNA polymerase V [EC:3.4.21.-]	None
K06889	KMM358	KMM358	2230	c_1	None	uncharacterized protein	None
K03072	KMM358	KMM358	1532	c_1	None	preprotein translocase subunit SecD	None
K03072	KMM358	KMM358	2502	c_1	None	preprotein translocase subunit SecD	None
K12143	KMM358	KMM358	2179	c_1	None	hydrogenase-4 component H	None
K08682	KMM358	KMM358	2559	c_1	None	acyl carrier protein phosphodiesterase [EC:3.1.4.14]	None
K03502	KMM358	KMM358	2292	c_1	None	DNA polymerase V	None
K03310	KMM358	KMM358	1052	c_1	None	alanine or glycine:cation symporter, AGCS family	None
K03310	KMM358	KMM358	1149	c_1	None	alanine or glycine:cation symporter, AGCS family	None
K03310	KMM358	KMM358	2255	c_1	None	alanine or glycine:cation symporter, AGCS family	None
K02032	KMM358	KMM358	3368	c_1	None	peptide/nickel transport system ATP-binding protein	None
K02032	KMM358	KMM358	874	c_1	None	peptide/nickel transport system ATP-binding protein	None
K02032	KMM358	KMM358	2678	c_1	None	peptide/nickel transport system ATP-binding protein	None
K11927	KMM358	KMM358	2521	c_1	None	ATP-dependent RNA helicase RhlE [EC:5.6.2.7]	None
K11927	KMM358	KMM358	2362	c_1	None	ATP-dependent RNA helicase RhlE [EC:5.6.2.7]	None
K11927	KMM358	KMM358	2106	c_1	None	ATP-dependent RNA helicase RhlE [EC:5.6.2.7]	None
K11927	KMM358	KMM358	743	c_1	None	ATP-dependent RNA helicase RhlE [EC:5.6.2.7]	None
K00355	KMM358	KMM358	2618	c_1	None	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	None
K04655	KMM358	KMM358	2188	c_1	None	hydrogenase expression/formation protein HypE	None
K01934	KMM358	KMM358	2664	c_1	None	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	None
K05788	KMM358	KMM358	2423	c_1	None	integration host factor subunit beta	None
K06281	KMM358	KMM358	2199	c_1	None	hydrogenase large subunit [EC:1.12.99.6]	None
K23773	KMM358	KMM358	2599	c_1	None	LysR family transcriptional regulator, flagellar master operon regulator	None
K07014	KMM358	KMM358	2575	c_1	None	uncharacterized protein	None
K10024	KMM358	KMM358	2553	c_1	None	arginine/ornithine transport system permease protein	None
K01883	KMM358	KMM358	2536	c_1	None	cysteinyl-tRNA synthetase [EC:6.1.1.16]	None
K03703	KMM358	KMM358	2588	c_1	None	excinuclease ABC subunit C	None
K04044	KMM358	KMM358	2486	c_1	None	molecular chaperone HscA	None
K00020	KMM358	KMM358	2237	c_1	None	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	None
K03449	KMM358	KMM358	2633	c_1	None	MFS transporter, CP family, cyanate transporter	None
K03449	KMM358	KMM358	1734	c_1	None	MFS transporter, CP family, cyanate transporter	None
K08722	KMM358	KMM358	2333	c_1	None	5'-deoxynucleotidase [EC:3.1.3.89]	None
K04656	KMM358	KMM358	2185	c_1	None	hydrogenase maturation protein HypF	None
K01921	KMM358	KMM358	2359	c_1	None	D-alanine-D-alanine ligase [EC:6.3.2.4]	None
K04652	KMM358	KMM358	2190	c_1	None	hydrogenase nickel incorporation protein HypB	None
K22468	KMM358	KMM358	2568	c_1	None	polyphosphate kinase [EC:2.7.4.34]	None
K04487	KMM358	KMM358	2490	c_1	None	cysteine desulfurase [EC:2.8.1.7]	None
K01892	KMM358	KMM358	2477	c_1	None	histidyl-tRNA synthetase [EC:6.1.1.21]	None
K03074	KMM358	KMM358	1531	c_1	None	preprotein translocase subunit SecF	None
K03074	KMM358	KMM358	2501	c_1	None	preprotein translocase subunit SecF	None
K00569	KMM358	KMM358	2345	c_1	None	thiopurine S-methyltransferase [EC:2.1.1.67]	None
K04082	KMM358	KMM358	2487	c_1	None	molecular chaperone HscB	None
K09773	KMM358	KMM358	2580	c_1	None	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	None
K09954	KMM358	KMM358	2415	c_1	None	uncharacterized protein	None
K12541	KMM358	KMM358	2516	c_1	None	ATP-binding cassette, subfamily C, bacterial LapB	None
K11921	KMM358	KMM358	2428	c_1	None	LysR family transcriptional regulator, cyn operon transcriptional activator	None
K11921	KMM358	KMM358	1613	c_1	None	LysR family transcriptional regulator, cyn operon transcriptional activator	None
K09808	KMM358	KMM358	2336	c_1	None	lipoprotein-releasing system permease protein	None
K09808	KMM358	KMM358	2334	c_1	None	lipoprotein-releasing system permease protein	None
K11538	KMM358	KMM358	2240	c_1	None	isobutyryl-CoA dehydrogenase [EC:1.3.99.-]	None
K04653	KMM358	KMM358	2186	c_1	None	hydrogenase expression/formation protein HypC	None
K00384	KMM358	KMM358	2394	c_1	None	thioredoxin reductase (NADPH) [EC:1.8.1.9]	None
K04651	KMM358	KMM358	2189	c_1	None	hydrogenase nickel incorporation protein HypA/HybF	None
K08296	KMM358	KMM358	2343	c_1	None	phosphohistidine phosphatase [EC:3.1.3.-]	None
K03466	KMM358	KMM358	2391	c_1	None	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	None
K12543	KMM358	KMM358	2514	c_1	None	outer membrane protein, adhesin transport system	None
K01305	KMM358	KMM358	2557	c_1	None	beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	None
K07774	KMM358	KMM358	2542	c_1	None	two-component system, OmpR family, response regulator TctD	None
K03704	KMM358	KMM358	1450	c_1	None	cold shock protein	None
K03704	KMM358	KMM358	2402	c_1	None	cold shock protein	None
K03704	KMM358	KMM358	859	c_1	None	cold shock protein	None
K03704	KMM358	KMM358	3774	c_1	None	cold shock protein	None
K10778	KMM358	KMM358	2348	c_1	None	AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]	None
K10022	KMM358	KMM358	2554	c_1	None	arginine/ornithine transport system substrate-binding protein	None
K10022	KMM358	KMM358	2558	c_1	None	arginine/ornithine transport system substrate-binding protein	None
K10023	KMM358	KMM358	2552	c_1	None	arginine/ornithine transport system permease protein	None
K06899	KMM358	KMM358	2573	c_1	None	nucleoid-associated protein	None
K15832	KMM358	KMM358	2180	c_1	None	formate hydrogenlyase subunit 7	None
K06872	KMM358	KMM358	2450	c_1	None	uncharacterized protein	None
K19577	KMM358	KMM358	2617	c_1	None	MFS transporter, DHA1 family, inner membrane transport protein	None
K01338	KMM358	KMM358	2328	c_1	None	ATP-dependent Lon protease [EC:3.4.21.53]	None
K12542	KMM358	KMM358	2515	c_1	None	membrane fusion protein, adhesin transport system	None
K11922	KMM358	KMM358	2356	c_1	None	GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor	None
K00813	KMM358	KMM358	2597	c_1	None	aspartate aminotransferase [EC:2.6.1.1]	None
K12942	KMM358	KMM358	2433	c_1	None	aminobenzoyl-glutamate transport protein	None
K02238	KMM358	KMM358	2594	c_1	None	competence protein ComEC	None
K04488	KMM358	KMM358	2489	c_1	None	nitrogen fixation protein NifU and related proteins	None
K11085	KMM358	KMM358	2593	c_1	None	ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]	None
K11734	KMM358	KMM358	2582	c_1	None	aromatic amino acid transport protein AroP	None
K05812	KMM358	KMM358	1801	c_1	None	tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]	None
K05812	KMM358	KMM358	2418	c_1	None	tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]	None
K07793	KMM358	KMM358	2545	c_1	None	putative tricarboxylic transport membrane protein	None
K03522	KMM358	KMM358	2368	c_1	None	electron transfer flavoprotein alpha subunit	None
K00995	KMM358	KMM358	2587	c_1	None	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	None
K01876	KMM358	KMM358	2692	c_1	None	aspartyl-tRNA synthetase [EC:6.1.1.12]	None
K21218	KMM358	KMM358	2649	c_1	None	sodium-type flagellar protein MotY	None
K04072	KMM358	KMM358	2684	c_1	None	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	None
K07751	KMM358	KMM358	2483	c_1	None	PepB aminopeptidase [EC:3.4.11.23]	None
K07751	KMM358	KMM358	2484	c_1	None	PepB aminopeptidase [EC:3.4.11.23]	None
K15396	KMM358	KMM358	2492	c_1	None	tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]	None
K09807	KMM358	KMM358	2509	c_1	None	uncharacterized protein	None
K06077	KMM358	KMM358	3793	c_1	None	outer membrane lipoprotein SlyB	None
K06077	KMM358	KMM358	1915	c_1	None	outer membrane lipoprotein SlyB	None
K06077	KMM358	KMM358	2396	c_1	None	outer membrane lipoprotein SlyB	None
K03694	KMM358	KMM358	2400	c_1	None	ATP-dependent Clp protease ATP-binding subunit ClpA	None
K07394	KMM358	KMM358	2360	c_1	None	SM-20-related protein	None
K07182	KMM358	KMM358	2257	c_1	None	CBS domain-containing protein	None
K03284	KMM358	KMM358	2371	c_1	None	magnesium transporter	None
K03521	KMM358	KMM358	2369	c_1	None	electron transfer flavoprotein beta subunit	None
K01875	KMM358	KMM358	2387	c_1	None	seryl-tRNA synthetase [EC:6.1.1.11]	None
K03723	KMM358	KMM358	2338	c_1	None	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	None
K07034	KMM358	KMM358	2249	c_1	None	acetate uptake transporter family protein	None
K00773	KMM358	KMM358	2504	c_1	None	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	None
K02004	KMM358	KMM358	2336	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	1344	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	1345	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	1670	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	1320	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	651	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	3289	c_1	None	putative ABC transport system permease protein	None
K02004	KMM358	KMM358	2334	c_1	None	putative ABC transport system permease protein	None
K02945	KMM358	KMM358	2424	c_1	None	small subunit ribosomal protein S1	None
K09810	KMM358	KMM358	3290	c_1	None	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	None
K09810	KMM358	KMM358	2335	c_1	None	lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	None
K06074	KMM358	KMM358	2669	c_1	None	vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]	None
K21420	KMM358	KMM358	2398	c_1	None	leucyl-tRNA---protein transferase [EC:2.3.2.29]	None
K23541	KMM358	KMM358	2527	c_1	None	Ca2+/H+ antiporter, TMEM165/GDT1 family	None
K15583	KMM358	KMM358	2679	c_1	None	oligopeptide transport system ATP-binding protein	None
K13643	KMM358	KMM358	2491	c_1	None	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	None
K02028	KMM358	KMM358	2555	c_1	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K02028	KMM358	KMM358	2444	c_1	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K02028	KMM358	KMM358	1511	c_1	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K07795	KMM358	KMM358	2543	c_1	None	putative tricarboxylic transport membrane protein	None
K03530	KMM358	KMM358	3533	c_1	None	DNA-binding protein HU-beta	None
K03530	KMM358	KMM358	2327	c_1	None	DNA-binding protein HU-beta	None
K07568	KMM358	KMM358	2505	c_1	None	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	None
K10773	KMM358	KMM358	2647	c_1	None	endonuclease III [EC:3.2.2.- 4.2.99.18]	None
K14059	KMM358	KMM358	2324	c_1	None	integrase	None
K09791	KMM358	KMM358	2591	c_1	None	uncharacterized protein	None
K00945	KMM358	KMM358	2425	c_1	None	CMP/dCMP kinase [EC:2.7.4.25]	None
K07794	KMM358	KMM358	2544	c_1	None	putative tricarboxylic transport membrane protein	None
K08276	KMM358	KMM358	2601	c_1	None	ecotin	None
K28165	KMM358	KMM358	2419	c_1	None	rhombosortase	None
K15582	KMM358	KMM358	2680	c_1	None	oligopeptide transport system permease protein	None
K13695	KMM358	KMM358	2702	c_1	None	probable lipoprotein NlpC	None
K19804	KMM358	KMM358	2421	c_1	None	lipopolysaccharide assembly protein B	None
K06073	KMM358	KMM358	2671	c_1	None	vitamin B12 transport system permease protein	None
K15580	KMM358	KMM358	1465	c_1	None	oligopeptide transport system substrate-binding protein	None
K15580	KMM358	KMM358	2682	c_1	None	oligopeptide transport system substrate-binding protein	None
K15580	KMM358	KMM358	2340	c_1	None	oligopeptide transport system substrate-binding protein	None
K15580	KMM358	KMM358	583	c_1	None	oligopeptide transport system substrate-binding protein	None
K02003	KMM358	KMM358	2335	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM358	KMM358	1320	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM358	KMM358	652	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM358	KMM358	3290	c_1	None	putative ABC transport system ATP-binding protein	None
K02003	KMM358	KMM358	1343	c_1	None	putative ABC transport system ATP-binding protein	None
K05803	KMM358	KMM358	2499	c_1	None	lipoprotein NlpI	None
K07027	KMM358	KMM358	2407	c_1	None	glycosyltransferase 2 family protein	None
K06891	KMM358	KMM358	2401	c_1	None	ATP-dependent Clp protease adaptor protein ClpS	None
K03719	KMM358	KMM358	2392	c_1	None	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	None
K03719	KMM358	KMM358	627	c_1	None	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	None
K03719	KMM358	KMM358	3740	c_1	None	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	None
K08315	KMM358	KMM358	2182	c_1	None	hydrogenase 3 maturation protease [EC:3.4.23.51]	None
K18927	KMM358	KMM358	2435	c_1	None	LysR family transcriptional regulator, L-lactate utilization regulator	None
K15581	KMM358	KMM358	2681	c_1	None	oligopeptide transport system permease protein	None
K28370	KMM358	KMM358	2556	c_1	None	lysine exporter	None
K08992	KMM358	KMM358	2422	c_1	None	lipopolysaccharide assembly protein A	None
K00316	KMM358	KMM358	2716	c_1	None	spermidine dehydrogenase [EC:1.5.99.6]	None
K10111	KMM358	KMM358	2569	c_1	None	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	None
K07451	KMM358	KMM358	2640	c_1	None	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	None
K15257	KMM358	KMM358	2696	c_1	None	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	None
K09904	KMM358	KMM358	2574	c_1	None	uncharacterized protein	None
K15256	KMM358	KMM358	2695	c_1	None	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	None
K15524	KMM358	KMM358	2358	c_1	None	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]	None
K06996	KMM358	KMM358	2613	c_1	None	uncharacterized protein	None
K01753	KMM358	KMM358	2706	c_1	None	D-serine dehydratase [EC:4.3.1.18]	None
K10110	KMM358	KMM358	2570	c_1	None	maltose/maltodextrin transport system permease protein	None
K07478	KMM358	KMM358	2389	c_1	None	putative ATPase	None
K06941	KMM358	KMM358	2481	c_1	None	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	None
K03634	KMM358	KMM358	898	c_1	None	outer membrane lipoprotein carrier protein	None
K03634	KMM358	KMM358	2390	c_1	None	outer membrane lipoprotein carrier protein	None
K03387	KMM358	KMM358	2508	c_1	None	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	None
K07136	KMM358	KMM358	2104	c_1	None	uncharacterized protein	None
K07136	KMM358	KMM358	2381	c_1	None	uncharacterized protein	None
K18189	KMM358	KMM358	2691	c_1	None	translational activator of cytochrome c oxidase 1	None
K04749	KMM358	KMM358	3336	c_1	None	anti-sigma B factor antagonist	None
K04749	KMM358	KMM358	2226	c_1	None	anti-sigma B factor antagonist	None
K25590	KMM358	KMM358	2217	c_1	None	protein tyrosine kinase modulator	None
K09907	KMM358	KMM358	2430	c_1	None	uncharacterized protein	None
K02073	KMM358	KMM358	2576	c_1	None	D-methionine transport system substrate-binding protein	None
K02073	KMM358	KMM358	808	c_1	None	D-methionine transport system substrate-binding protein	None
K03386	KMM358	KMM358	2700	c_1	None	peroxiredoxin 2/4 [EC:1.11.1.24]	None
K00857	KMM358	KMM358	2411	c_1	None	thymidine kinase [EC:2.7.1.21]	None
K07090	KMM358	KMM358	2234	c_1	None	uncharacterized protein	None
K07090	KMM358	KMM358	1802	c_1	None	uncharacterized protein	None
K07090	KMM358	KMM358	916	c_1	None	uncharacterized protein	None
K01185	KMM358	KMM358	2285	c_1	None	lysozyme [EC:3.2.1.17]	None
K01620	KMM358	KMM358	2438	c_1	None	threonine aldolase [EC:4.1.2.48]	None
K04758	KMM358	KMM358	2525	c_1	None	ferrous iron transport protein A	None
K00265	KMM358	KMM358	2518	c_1	None	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	None
K04759	KMM358	KMM358	2524	c_1	None	ferrous iron transport protein B	None
K00259	KMM358	KMM358	2393	c_1	None	alanine dehydrogenase [EC:1.4.1.1]	None
K03744	KMM358	KMM358	2449	c_1	None	LemA protein	None
K03977	KMM358	KMM358	2474	c_1	None	GTPase	None
K02670	KMM358	KMM358	2674	c_1	None	twitching motility protein PilU	None
K02670	KMM358	KMM358	3638	c_1	None	twitching motility protein PilU	None
K01423	KMM358	KMM358	1137	c_1	None	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	None
K01423	KMM358	KMM358	2563	c_1	None	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	None
K00311	KMM358	KMM358	2370	c_1	None	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	None
K00111	KMM358	KMM358	2603	c_1	None	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	None
K00111	KMM358	KMM358	1797	c_1	None	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	None
K09928	KMM358	KMM358	2595	c_1	None	uncharacterized protein	None
K09928	KMM358	KMM358	2596	c_1	None	uncharacterized protein	None
K19285	KMM358	KMM358	2432	c_1	None	FMN reductase (NADPH) [EC:1.5.1.38]	None
K03544	KMM358	KMM358	2329	c_1	None	ATP-dependent Clp protease ATP-binding subunit ClpX	None
K06158	KMM358	KMM358	2325	c_1	None	ATP-binding cassette, subfamily F, member 3	None
K06158	KMM358	KMM358	710	c_1	None	ATP-binding cassette, subfamily F, member 3	None
K00266	KMM358	KMM358	1387	c_1	None	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	None
K00266	KMM358	KMM358	2519	c_1	None	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	None
K12138	KMM358	KMM358	2177	c_1	None	hydrogenase-4 component C [EC:1.-.-.-]	None
K03545	KMM358	KMM358	2331	c_1	None	trigger factor	None
K09929	KMM358	KMM358	2620	c_1	None	uncharacterized protein	None
K00892	KMM358	KMM358	2380	c_1	None	inosine kinase [EC:2.7.1.73]	None
K13636	KMM358	KMM358	2704	c_1	None	LysR family transcriptional regulator, D-serine deaminase activator	None
